desc,desc_corpus,genre,lemmatized,tf-idf,title,tokenized,url,vectorized,word2vec_keyword
"The problem with the news right now? It’s everywhere. And each day, it can feel like we’re all just mindlessly scrolling. It’s why we created What Next. This short daily show is here to help you make sense of things. When the news feels overwhelming, we’re here to help you answer: What next? Look for new episodes every weekday morning.","['The problem with the news right now? It’s everywhere', ' And each day, it can feel like we’re all just mindlessly scrolling', ' It’s why we created What Next', ' This short daily show is here to help you make sense of things', ' When the news feels overwhelming, we’re here to help you answer: What next? Look for new episodes every weekday morning', '']",['News & Politics'],"['The', 'problem', 'news', 'right', '?', 'It', '’', 'everywhere', '.', 'And', 'day', ',', 'feel', 'like', '’', 'mindlessly', 'scrolling', '.', 'It', '’', 'created', 'What', 'Next', '.', 'This', 'short', 'daily', 'show', 'help', 'make', 'sense', 'thing', '.', 'When', 'news', 'feel', 'overwhelming', ',', '’', 'help', 'answer', ':', 'What', 'next', '?', 'Look', 'new', 'episode', 'every', 'weekday', 'morning', '.']","['answer', 'created', 'daily', 'day', 'episodes', 'feel', 'feels', 'help', 'just', 'like', 'look', 'make', 'mindlessly', 'morning', 'new', 'news', 'overwhelming', 'problem', 'right', 'scrolling', 'sense', 'short', 'things', 'weekday']",What Next ,"['The', 'problem', 'news', 'right', '?', 'It', '’', 'everywhere', '.', 'And', 'day', ',', 'feel', 'like', '’', 'mindlessly', 'scrolling', '.', 'It', '’', 'created', 'What', 'Next', '.', 'This', 'short', 'daily', 'show', 'help', 'make', 'sense', 'things', '.', 'When', 'news', 'feels', 'overwhelming', ',', '’', 'help', 'answer', ':', 'What', 'next', '?', 'Look', 'new', 'episodes', 'every', 'weekday', 'morning', '.']",https://chartable.com/podcasts/what-next-daily-news-and-analysis,"['and', 'answer', 'created', 'daily', 'day', 'episode', 'every', 'everywhere', 'feel', 'help', 'it', 'like', 'look', 'make', 'mindlessly', 'morning', 'new', 'news', 'next', 'overwhelming', 'problem', 'right', 'scrolling', 'sense', 'short', 'show', 'the', 'thing', 'this', 'weekday', 'what', 'when']","news
new
feel
feels"
"Murder, infidelity, suicide, arson, overdose, religious cults, drug trafficking; this podcast explores the alleged true crime antics and criminal connections of musicians we love like Jerry Lee Lewis, The Rolling Stones, Tay K-47, Tupac Shakur, Mayhem, Amy Winehouse and many more. Why? Because real rock stars are more like feral, narcissistic animals than functioning members of society and that is precisely what makes them so damn entertaining. If you love true crime and you love music then get ready to love this podcast.    ","['Murder, infidelity, suicide, arson, overdose, religious cults, drug trafficking; this podcast explores the alleged true crime antics and criminal connections of musicians we love like Jerry Lee Lewis, The Rolling Stones, Tay K-47, Tupac Shakur, Mayhem, Amy Winehouse and many more', ' Why? Because real rock stars are more like feral, narcissistic animals than functioning members of society and that is precisely what makes them so damn entertaining', ' If you love true crime and you love music then get ready to love this podcast', '    ']","['Arts', 'Music', 'Society & Culture']","['Murder', ',', 'infidelity', ',', 'suicide', ',', 'arson', ',', 'overdose', ',', 'religious', 'cult', ',', 'drug', 'trafficking', ';', 'podcast', 'explores', 'alleged', 'true', 'crime', 'antic', 'criminal', 'connection', 'musician', 'love', 'like', 'Jerry', 'Lee', 'Lewis', ',', 'The', 'Rolling', 'Stones', ',', 'Tay', 'K-47', ',', 'Tupac', 'Shakur', ',', 'Mayhem', ',', 'Amy', 'Winehouse', 'many', '.', 'Why', '?', 'Because', 'real', 'rock', 'star', 'like', 'feral', ',', 'narcissistic', 'animal', 'functioning', 'member', 'society', 'precisely', 'make', 'damn', 'entertaining', '.', 'If', 'love', 'true', 'crime', 'love', 'music', 'get', 'ready', 'love', 'podcast', '.']","['47', 'alleged', 'amy', 'animals', 'antics', 'arson', 'connections', 'crime', 'criminal', 'cults', 'damn', 'drug', 'entertaining', 'explores', 'feral', 'functioning', 'infidelity', 'jerry', 'lee', 'lewis', 'like', 'love', 'makes', 'mayhem', 'members', 'murder', 'music', 'musicians', 'narcissistic', 'overdose', 'podcast', 'precisely', 'ready', 'real', 'religious', 'rock', 'rolling', 'shakur', 'society', 'stars', 'stones', 'suicide', 'tay', 'trafficking', 'true', 'tupac', 'winehouse']",DISGRACELAND,"['Murder', ',', 'infidelity', ',', 'suicide', ',', 'arson', ',', 'overdose', ',', 'religious', 'cults', ',', 'drug', 'trafficking', ';', 'podcast', 'explores', 'alleged', 'true', 'crime', 'antics', 'criminal', 'connections', 'musicians', 'love', 'like', 'Jerry', 'Lee', 'Lewis', ',', 'The', 'Rolling', 'Stones', ',', 'Tay', 'K-47', ',', 'Tupac', 'Shakur', ',', 'Mayhem', ',', 'Amy', 'Winehouse', 'many', '.', 'Why', '?', 'Because', 'real', 'rock', 'stars', 'like', 'feral', ',', 'narcissistic', 'animals', 'functioning', 'members', 'society', 'precisely', 'makes', 'damn', 'entertaining', '.', 'If', 'love', 'true', 'crime', 'love', 'music', 'get', 'ready', 'love', 'podcast', '.']",https://chartable.com/podcasts/disgraceland,"['47', 'alleged', 'amy', 'animal', 'antic', 'arson', 'because', 'connection', 'crime', 'criminal', 'cult', 'damn', 'drug', 'entertaining', 'explores', 'feral', 'functioning', 'get', 'if', 'infidelity', 'jerry', 'lee', 'lewis', 'like', 'love', 'make', 'many', 'mayhem', 'member', 'murder', 'music', 'musician', 'narcissistic', 'overdose', 'podcast', 'precisely', 'ready', 'real', 'religious', 'rock', 'rolling', 'shakur', 'society', 'star', 'stones', 'suicide', 'tay', 'the', 'trafficking', 'true', 'tupac', 'why', 'winehouse']","true
love like
stones
rock
shakur
amy
mayhem"
The latest news in five minutes. Updated hourly.,"['The latest news in five minutes', ' Updated hourly', '']",['News & Politics'],"['The', 'latest', 'news', 'five', 'minute', '.', 'Updated', 'hourly', '.']","['hourly', 'latest', 'minutes', 'news', 'updated']",NPR News Now,"['The', 'latest', 'news', 'five', 'minutes', '.', 'Updated', 'hourly', '.']",https://chartable.com/podcasts/npr-news-now,"['five', 'hourly', 'latest', 'minute', 'news', 'the', 'updated']",updated
"Former NHL vets Ryan Whitney, Paul Bissonnette and Barstool Sports' Rear Admiral bring their outspoken and irreverent opinions to the masses. Focusing on the NHL but also touching on pop culture and everything else under the sun. New Episodes release every Monday and Thursday.","[""Former NHL vets Ryan Whitney, Paul Bissonnette and Barstool Sports' Rear Admiral bring their outspoken and irreverent opinions to the masses"", ' Focusing on the NHL but also touching on pop culture and everything else under the sun', ' New Episodes release every\xa0Monday and Thursday', '']",['Sports & Recreation'],"['Former', 'NHL', 'vet', 'Ryan', 'Whitney', ',', 'Paul', 'Bissonnette', 'Barstool', 'Sports', ""'"", 'Rear', 'Admiral', 'bring', 'outspoken', 'irreverent', 'opinion', 'mass', '.', 'Focusing', 'NHL', 'also', 'touching', 'pop', 'culture', 'everything', 'else', 'sun', '.', 'New', 'Episodes', 'release', 'every', 'Monday', 'Thursday', '.']","['admiral', 'barstool', 'bissonnette', 'bring', 'culture', 'episodes', 'focusing', 'irreverent', 'masses', 'monday', 'new', 'nhl', 'opinions', 'outspoken', 'paul', 'pop', 'rear', 'release', 'ryan', 'sports', 'sun', 'thursday', 'touching', 'vets', 'whitney']",Spittin Chiclets,"['Former', 'NHL', 'vets', 'Ryan', 'Whitney', ',', 'Paul', 'Bissonnette', 'Barstool', 'Sports', ""'"", 'Rear', 'Admiral', 'bring', 'outspoken', 'irreverent', 'opinions', 'masses', '.', 'Focusing', 'NHL', 'also', 'touching', 'pop', 'culture', 'everything', 'else', 'sun', '.', 'New', 'Episodes', 'release', 'every', 'Monday', 'Thursday', '.']",https://chartable.com/podcasts/spittin-chiclets,"['admiral', 'also', 'barstool', 'bissonnette', 'bring', 'culture', 'else', 'episodes', 'every', 'everything', 'focusing', 'former', 'irreverent', 'mass', 'monday', 'new', 'nhl', 'opinion', 'outspoken', 'paul', 'pop', 'rear', 'release', 'ryan', 'sports', 'sun', 'thursday', 'touching', 'vet', 'whitney']","episodes
new
admiral
sports"
"Being a mom is hard. Everybody knows that. But we usually hear about sleepless nights and diaper changes, not the profound identity shift that accompanies becoming a mother. Motherhood is a psychological big bang. And yet it’s rare to find emotionally honest conversations about it.On Gimlet Media’s Motherhood Sessions, Dr. Alexandra Sacks, a renowned reproductive psychiatrist, sits down with mothers and lets us listen in on conversations that are hard to have outside of a therapist’s office. Each episode features a woman struggling with some problem or question—from career uncertainty to...","['Being a mom is hard', ' Everybody knows that', ' But we usually hear about sleepless nights and diaper changes, not the profound identity shift that accompanies becoming a mother', ' Motherhood is a psychological big bang', ' And yet it’s rare to find emotionally honest conversations about it', 'On Gimlet Media’s Motherhood Sessions, Dr', ' Alexandra Sacks, a renowned reproductive psychiatrist, sits down with mothers and lets us listen in on conversations that are hard to have outside of a therapist’s office', ' Each episode features a woman struggling with some problem or question—from career uncertainty to', '', '', '']","['Health', 'Self-Help', 'Kids & Family', 'Society & Culture']","['Being', 'mom', 'hard', '.', 'Everybody', 'know', '.', 'But', 'usually', 'hear', 'sleepless', 'night', 'diaper', 'change', ',', 'profound', 'identity', 'shift', 'accompanies', 'becoming', 'mother', '.', 'Motherhood', 'psychological', 'big', 'bang', '.', 'And', 'yet', '’', 'rare', 'find', 'emotionally', 'honest', 'conversation', 'it.On', 'Gimlet', 'Media', '’', 'Motherhood', 'Sessions', ',', 'Dr.', 'Alexandra', 'Sacks', ',', 'renowned', 'reproductive', 'psychiatrist', ',', 'sits', 'mother', 'let', 'u', 'listen', 'conversation', 'hard', 'outside', 'therapist', '’', 'office', '.', 'Each', 'episode', 'feature', 'woman', 'struggling', 'problem', 'question—from', 'career', 'uncertainty', '...']","['accompanies', 'alexandra', 'bang', 'big', 'career', 'changes', 'conversations', 'diaper', 'dr', 'emotionally', 'episode', 'everybody', 'features', 'gimlet', 'hard', 'hear', 'honest', 'identity', 'knows', 'lets', 'listen', 'media', 'mom', 'mother', 'motherhood', 'mothers', 'nights', 'office', 'outside', 'problem', 'profound', 'psychiatrist', 'psychological', 'question', 'rare', 'renowned', 'reproductive', 'sacks', 'sessions', 'shift', 'sits', 'sleepless', 'struggling', 'therapist', 'uncertainty', 'usually', 'woman']",Motherhood Sessions,"['Being', 'mom', 'hard', '.', 'Everybody', 'knows', '.', 'But', 'usually', 'hear', 'sleepless', 'nights', 'diaper', 'changes', ',', 'profound', 'identity', 'shift', 'accompanies', 'becoming', 'mother', '.', 'Motherhood', 'psychological', 'big', 'bang', '.', 'And', 'yet', '’', 'rare', 'find', 'emotionally', 'honest', 'conversations', 'it.On', 'Gimlet', 'Media', '’', 'Motherhood', 'Sessions', ',', 'Dr.', 'Alexandra', 'Sacks', ',', 'renowned', 'reproductive', 'psychiatrist', ',', 'sits', 'mothers', 'lets', 'us', 'listen', 'conversations', 'hard', 'outside', 'therapist', '’', 'office', '.', 'Each', 'episode', 'features', 'woman', 'struggling', 'problem', 'question—from', 'career', 'uncertainty', '...']",https://chartable.com/podcasts/motherhood-sessions,"['accompanies', 'alexandra', 'and', 'bang', 'becoming', 'being', 'big', 'but', 'career', 'change', 'conversation', 'diaper', 'dr', 'each', 'emotionally', 'episode', 'everybody', 'feature', 'find', 'from', 'gimlet', 'hard', 'hear', 'honest', 'identity', 'it', 'know', 'let', 'listen', 'media', 'mom', 'mother', 'motherhood', 'night', 'office', 'on', 'outside', 'problem', 'profound', 'psychiatrist', 'psychological', 'question', 'rare', 'renowned', 'reproductive', 'sacks', 'sessions', 'shift', 'sits', 'sleepless', 'struggling', 'therapist', 'uncertainty', 'usually', 'woman', 'yet']","honest
identity
motherhood
big
everybody
psychiatrist
reproductive"
"Markis, Hannah, Devonte, Abigail, Jeremiah, and Sierra Hart—six beautiful black children, ranging in age from 12 to 19—were all adopted by Sarah and Jennifer Hart, both white. On Jen’s Facebook page, it looked as if they were the perfect blended family, even earning the nickname “Hart Tribe” from friends. Then, on March 26, 2018, the family’s GMC Yukon was found belly-up on the rocks below California’s Highway 1. The news of the murder-suicide shocked their friends and made national headlines, leaving many wondering what possibly led to the fatal crash. Could these lives have been saved?...","['Markis, Hannah, Devonte, Abigail, Jeremiah, and Sierra Hart—six beautiful black children, ranging in age from 12 to 19—were all adopted by Sarah and Jennifer Hart, both white', ' On Jen’s Facebook page, it looked as if they were the perfect blended family, even earning the nickname “Hart Tribe” from friends', ' Then, on March 26, 2018, the family’s GMC Yukon was found belly-up on the rocks below California’s Highway 1', ' The news of the murder-suicide shocked their friends and made national headlines, leaving many wondering what possibly led to the fatal crash', ' Could these lives have been saved?', '', '', '']",['Society & Culture'],"['Markis', ',', 'Hannah', ',', 'Devonte', ',', 'Abigail', ',', 'Jeremiah', ',', 'Sierra', 'Hart—six', 'beautiful', 'black', 'child', ',', 'ranging', 'age', '12', '19—were', 'adopted', 'Sarah', 'Jennifer', 'Hart', ',', 'white', '.', 'On', 'Jen', '’', 'Facebook', 'page', ',', 'looked', 'perfect', 'blended', 'family', ',', 'even', 'earning', 'nickname', '“', 'Hart', 'Tribe', '”', 'friend', '.', 'Then', ',', 'March', '26', ',', '2018', ',', 'family', '’', 'GMC', 'Yukon', 'found', 'belly-up', 'rock', 'California', '’', 'Highway', '1', '.', 'The', 'news', 'murder-suicide', 'shocked', 'friend', 'made', 'national', 'headline', ',', 'leaving', 'many', 'wondering', 'possibly', 'led', 'fatal', 'crash', '.', 'Could', 'life', 'saved', '?', '...']","['12', '19', '2018', '26', 'abigail', 'adopted', 'age', 'beautiful', 'belly', 'black', 'blended', 'california', 'children', 'crash', 'devonte', 'earning', 'facebook', 'family', 'fatal', 'friends', 'gmc', 'hannah', 'hart', 'headlines', 'highway', 'jen', 'jennifer', 'jeremiah', 'leaving', 'led', 'lives', 'looked', 'march', 'markis', 'murder', 'national', 'news', 'nickname', 'page', 'perfect', 'possibly', 'ranging', 'rocks', 'sarah', 'saved', 'shocked', 'sierra', 'suicide', 'tribe', 'white', 'wondering', 'yukon']",Broken Harts,"['Markis', ',', 'Hannah', ',', 'Devonte', ',', 'Abigail', ',', 'Jeremiah', ',', 'Sierra', 'Hart—six', 'beautiful', 'black', 'children', ',', 'ranging', 'age', '12', '19—were', 'adopted', 'Sarah', 'Jennifer', 'Hart', ',', 'white', '.', 'On', 'Jen', '’', 'Facebook', 'page', ',', 'looked', 'perfect', 'blended', 'family', ',', 'even', 'earning', 'nickname', '“', 'Hart', 'Tribe', '”', 'friends', '.', 'Then', ',', 'March', '26', ',', '2018', ',', 'family', '’', 'GMC', 'Yukon', 'found', 'belly-up', 'rocks', 'California', '’', 'Highway', '1', '.', 'The', 'news', 'murder-suicide', 'shocked', 'friends', 'made', 'national', 'headlines', ',', 'leaving', 'many', 'wondering', 'possibly', 'led', 'fatal', 'crash', '.', 'Could', 'lives', 'saved', '?', '...']",https://chartable.com/podcasts/broken-harts,"['12', '19', '2018', '26', 'abigail', 'adopted', 'age', 'beautiful', 'belly', 'black', 'blended', 'california', 'child', 'could', 'crash', 'devonte', 'earning', 'even', 'facebook', 'family', 'fatal', 'found', 'friend', 'gmc', 'hannah', 'hart', 'headline', 'highway', 'jen', 'jennifer', 'jeremiah', 'leaving', 'led', 'life', 'looked', 'made', 'many', 'march', 'markis', 'murder', 'national', 'news', 'nickname', 'on', 'page', 'perfect', 'possibly', 'ranging', 'rock', 'sarah', 'saved', 'shocked', 'sierra', 'six', 'suicide', 'the', 'then', 'tribe', 'up', 'were', 'white', 'wondering', 'yukon']","hart
headlines
blended
black
children"
"Steven Crowder brings you news, entertainment and politics with the most politically incorrect show on the web. Guests, rants, sketches, your calls ... it's whatever.","['Steven Crowder brings you news, entertainment and politics with the most politically incorrect show on the web', ' Guests, rants, sketches, your calls ', '', '', "" it's whatever"", '']","['Comedy', 'News & Politics']","['Steven', 'Crowder', 'brings', 'news', ',', 'entertainment', 'politics', 'politically', 'incorrect', 'show', 'web', '.', 'Guests', ',', 'rant', ',', 'sketch', ',', 'call', '...', ""'s"", 'whatever', '.']","['brings', 'calls', 'crowder', 'entertainment', 'guests', 'incorrect', 'news', 'politically', 'politics', 'rants', 'sketches', 'steven', 'web']",Louder With Crowder,"['Steven', 'Crowder', 'brings', 'news', ',', 'entertainment', 'politics', 'politically', 'incorrect', 'show', 'web', '.', 'Guests', ',', 'rants', ',', 'sketches', ',', 'calls', '...', ""'s"", 'whatever', '.']",https://chartable.com/podcasts/louder-with-crowder,"['brings', 'call', 'crowder', 'entertainment', 'guests', 'incorrect', 'news', 'politically', 'politics', 'rant', 'show', 'sketch', 'steven', 'web', 'whatever']","crowder
rants"
Uncover is an investigative series from CBC Podcasts. Season 3: The Village host Justin Ling investigates Bruce McArthur and whether he's connected to nearly two dozen murders from Toronto's Gay Villa ...,"['Uncover is an investigative series from CBC Podcasts', "" Season 3: The Village host Justin Ling investigates Bruce McArthur and whether he's connected to nearly two dozen murders from Toronto's Gay Villa "", '', '', '']",['News & Politics'],"['Uncover', 'investigative', 'series', 'CBC', 'Podcasts', '.', 'Season', '3', ':', 'The', 'Village', 'host', 'Justin', 'Ling', 'investigates', 'Bruce', 'McArthur', 'whether', ""'s"", 'connected', 'nearly', 'two', 'dozen', 'murder', 'Toronto', ""'s"", 'Gay', 'Villa', '...']","['bruce', 'cbc', 'connected', 'dozen', 'gay', 'host', 'investigates', 'investigative', 'justin', 'ling', 'mcarthur', 'murders', 'nearly', 'podcasts', 'season', 'series', 'toronto', 'uncover', 'villa', 'village']",Uncover: The Village,"['Uncover', 'investigative', 'series', 'CBC', 'Podcasts', '.', 'Season', '3', ':', 'The', 'Village', 'host', 'Justin', 'Ling', 'investigates', 'Bruce', 'McArthur', 'whether', ""'s"", 'connected', 'nearly', 'two', 'dozen', 'murders', 'Toronto', ""'s"", 'Gay', 'Villa', '...']",https://chartable.com/podcasts/uncover,"['bruce', 'cbc', 'connected', 'dozen', 'gay', 'host', 'investigates', 'investigative', 'justin', 'ling', 'mcarthur', 'murder', 'nearly', 'podcasts', 'season', 'series', 'the', 'toronto', 'two', 'uncover', 'villa', 'village', 'whether']","investigative
investigates
podcasts
host"
"The day’s top stories from BBC News. Delivered twice a day on weekdays, daily at weekends","['The day’s top stories from BBC News', ' Delivered twice a day on weekdays, daily at weekends']",['News & Politics'],"['The', 'day', '’', 'top', 'story', 'BBC', 'News', '.', 'Delivered', 'twice', 'day', 'weekday', ',', 'daily', 'weekend']","['bbc', 'daily', 'day', 'delivered', 'news', 'stories', 'twice', 'weekdays', 'weekends']",Global News Podcast,"['The', 'day', '’', 'top', 'stories', 'BBC', 'News', '.', 'Delivered', 'twice', 'day', 'weekdays', ',', 'daily', 'weekends']",https://chartable.com/podcasts/global-news-podcast,"['bbc', 'daily', 'day', 'delivered', 'news', 'story', 'the', 'top', 'twice', 'weekday', 'weekend']",delivered
"The Try Guys have swam with sharks, survived in the wild, shocked themselves with birthing simulators, and risked their lives for their videos. In this weekly podcast they dissect their experiences as internet creators and best friends who have made a living failing upwards.","['The Try Guys have swam with sharks, survived in the wild, shocked themselves with birthing simulators, and risked their lives for their videos', ' In this weekly podcast they dissect their experiences as internet creators and best friends who have made a living failing upwards', '']",['Comedy'],"['The', 'Try', 'Guys', 'swam', 'shark', ',', 'survived', 'wild', ',', 'shocked', 'birthing', 'simulator', ',', 'risked', 'life', 'video', '.', 'In', 'weekly', 'podcast', 'dissect', 'experience', 'internet', 'creator', 'best', 'friend', 'made', 'living', 'failing', 'upwards', '.']","['best', 'birthing', 'creators', 'dissect', 'experiences', 'failing', 'friends', 'guys', 'internet', 'lives', 'living', 'podcast', 'risked', 'sharks', 'shocked', 'simulators', 'survived', 'swam', 'try', 'upwards', 'videos', 'weekly', 'wild']",The TryPod,"['The', 'Try', 'Guys', 'swam', 'sharks', ',', 'survived', 'wild', ',', 'shocked', 'birthing', 'simulators', ',', 'risked', 'lives', 'videos', '.', 'In', 'weekly', 'podcast', 'dissect', 'experiences', 'internet', 'creators', 'best', 'friends', 'made', 'living', 'failing', 'upwards', '.']",https://chartable.com/podcasts/the-trypod,"['best', 'birthing', 'creator', 'dissect', 'experience', 'failing', 'friend', 'guys', 'in', 'internet', 'life', 'living', 'made', 'podcast', 'risked', 'shark', 'shocked', 'simulator', 'survived', 'swam', 'the', 'try', 'upwards', 'video', 'weekly', 'wild']","failing
wild shocked"
30+ year veteran Hall of Fame pro wrestling journalist Wade Keller from Pro Wrestling Torch Newsletter and PWTorch.com discusses the top stories of the week in pro wrestling with top level guest cohosts and interviews pro wrestling's newsmakers each week.,"['30+ year veteran Hall of Fame pro wrestling journalist Wade Keller from Pro Wrestling Torch Newsletter and PWTorch', ""com discusses the top stories of the week in pro wrestling with top level guest cohosts and interviews pro wrestling's newsmakers each week"", '']","['Games & Hobbies', 'Sports & Recreation', 'Professional', 'TV & Film']","['30+', 'year', 'veteran', 'Hall', 'Fame', 'pro', 'wrestling', 'journalist', 'Wade', 'Keller', 'Pro', 'Wrestling', 'Torch', 'Newsletter', 'PWTorch.com', 'discus', 'top', 'story', 'week', 'pro', 'wrestling', 'top', 'level', 'guest', 'cohosts', 'interview', 'pro', 'wrestling', ""'s"", 'newsmakers', 'week', '.']","['30', 'cohosts', 'com', 'discusses', 'fame', 'guest', 'hall', 'interviews', 'journalist', 'keller', 'level', 'newsletter', 'newsmakers', 'pro', 'pwtorch', 'stories', 'torch', 'veteran', 'wade', 'week', 'wrestling', 'year']",Wade Keller Pro Wrestling Podcast,"['30+', 'year', 'veteran', 'Hall', 'Fame', 'pro', 'wrestling', 'journalist', 'Wade', 'Keller', 'Pro', 'Wrestling', 'Torch', 'Newsletter', 'PWTorch.com', 'discusses', 'top', 'stories', 'week', 'pro', 'wrestling', 'top', 'level', 'guest', 'cohosts', 'interviews', 'pro', 'wrestling', ""'s"", 'newsmakers', 'week', '.']",https://chartable.com/podcasts/the-wade-keller-pro-wrestling-podcast,"['30', 'cohosts', 'com', 'discus', 'fame', 'guest', 'hall', 'interview', 'journalist', 'keller', 'level', 'newsletter', 'newsmakers', 'pro', 'pwtorch', 'story', 'top', 'torch', 'veteran', 'wade', 'week', 'wrestling', 'year']","pro wrestling
veteran"
"This is The Crossway Podcast, a show where we sit down with authors each week for thoughtful interviews about the Bible, theology, church history, and the Christian life.","['This is The Crossway Podcast, a show where we sit down with authors each week for thoughtful interviews about the Bible, theology, church history, and the Christian life', '']","['Religion & Spirituality', 'Christianity', 'Society & Culture']","['This', 'The', 'Crossway', 'Podcast', ',', 'show', 'sit', 'author', 'week', 'thoughtful', 'interview', 'Bible', ',', 'theology', ',', 'church', 'history', ',', 'Christian', 'life', '.']","['authors', 'bible', 'christian', 'church', 'crossway', 'history', 'interviews', 'life', 'podcast', 'sit', 'theology', 'thoughtful', 'week']",The Crossway Podcast,"['This', 'The', 'Crossway', 'Podcast', ',', 'show', 'sit', 'authors', 'week', 'thoughtful', 'interviews', 'Bible', ',', 'theology', ',', 'church', 'history', ',', 'Christian', 'life', '.']",https://chartable.com/podcasts/the-crossway-podcast,"['author', 'bible', 'christian', 'church', 'crossway', 'history', 'interview', 'life', 'podcast', 'show', 'sit', 'the', 'theology', 'this', 'thoughtful', 'week']",theology church
"Dan Harris is a fidgety, skeptical ABC newsman who had a panic attack live on Good Morning America, which led him to something he always thought was ridiculous: meditation.  He wrote the bestselling book, ""10% Happier,"" started an app -- ""10% Happier: Meditation for Fidgety Skeptics"" -- and now, in this podcast, Dan talks with smart people about whether there's anything beyond 10%.  Basically, here's what this podcast is obsessed with: Can you be an ambitious person and still strive for enlightenment (whatever that means)? New episodes every Wednesday morning.","['Dan Harris is a fidgety, skeptical ABC newsman who had a panic attack live on Good Morning America, which led him to something he always thought was ridiculous: meditation', '  He wrote the bestselling book, ""10% Happier,"" started an app -- ""10% Happier: Meditation for Fidgety Skeptics"" -- and now, in this podcast, Dan talks with smart people about whether there\'s anything beyond 10%', ""  Basically, here's what this podcast is obsessed with: Can you be an ambitious person and still strive for enlightenment (whatever that means)? New episodes every Wednesday morning"", '']",['Health'],"['Dan', 'Harris', 'fidgety', ',', 'skeptical', 'ABC', 'newsman', 'panic', 'attack', 'live', 'Good', 'Morning', 'America', ',', 'led', 'something', 'always', 'thought', 'ridiculous', ':', 'meditation', '.', 'He', 'wrote', 'bestselling', 'book', ',', '``', '10', '%', 'Happier', ',', ""''"", 'started', 'app', '--', '``', '10', '%', 'Happier', ':', 'Meditation', 'Fidgety', 'Skeptics', ""''"", '--', ',', 'podcast', ',', 'Dan', 'talk', 'smart', 'people', 'whether', ""'s"", 'anything', 'beyond', '10', '%', '.', 'Basically', ',', ""'s"", 'podcast', 'obsessed', ':', 'Can', 'ambitious', 'person', 'still', 'strive', 'enlightenment', '(', 'whatever', 'mean', ')', '?', 'New', 'episode', 'every', 'Wednesday', 'morning', '.']","['10', 'abc', 'ambitious', 'america', 'app', 'attack', 'basically', 'bestselling', 'book', 'dan', 'enlightenment', 'episodes', 'fidgety', 'good', 'happier', 'harris', 'led', 'live', 'means', 'meditation', 'morning', 'new', 'newsman', 'obsessed', 'panic', 'people', 'person', 'podcast', 'ridiculous', 'skeptical', 'skeptics', 'smart', 'started', 'strive', 'talks', 'thought', 'wednesday', 'wrote']",10% Happier with Dan Harris,"['Dan', 'Harris', 'fidgety', ',', 'skeptical', 'ABC', 'newsman', 'panic', 'attack', 'live', 'Good', 'Morning', 'America', ',', 'led', 'something', 'always', 'thought', 'ridiculous', ':', 'meditation', '.', 'He', 'wrote', 'bestselling', 'book', ',', '``', '10', '%', 'Happier', ',', ""''"", 'started', 'app', '--', '``', '10', '%', 'Happier', ':', 'Meditation', 'Fidgety', 'Skeptics', ""''"", '--', ',', 'podcast', ',', 'Dan', 'talks', 'smart', 'people', 'whether', ""'s"", 'anything', 'beyond', '10', '%', '.', 'Basically', ',', ""'s"", 'podcast', 'obsessed', ':', 'Can', 'ambitious', 'person', 'still', 'strive', 'enlightenment', '(', 'whatever', 'means', ')', '?', 'New', 'episodes', 'every', 'Wednesday', 'morning', '.']",https://chartable.com/podcasts/10-happier-with-dan-harris,"['10', 'abc', 'always', 'ambitious', 'america', 'anything', 'app', 'attack', 'basically', 'bestselling', 'beyond', 'book', 'can', 'dan', 'enlightenment', 'episode', 'every', 'fidgety', 'good', 'happier', 'harris', 'he', 'led', 'live', 'mean', 'meditation', 'morning', 'new', 'newsman', 'obsessed', 'panic', 'people', 'person', 'podcast', 'ridiculous', 'skeptical', 'skeptics', 'smart', 'something', 'started', 'still', 'strive', 'talk', 'thought', 'wednesday', 'whatever', 'whether', 'wrote']","happier
morning
dan
attack
new"
The official podcast of comedians Ethan & Hila Klein of h3h3productions.,"['The official podcast of comedians Ethan & Hila Klein of h3h3productions', '']",['Comedy'],"['The', 'official', 'podcast', 'comedian', 'Ethan', '&', 'Hila', 'Klein', 'h3h3productions', '.']","['comedians', 'ethan', 'h3h3productions', 'hila', 'klein', 'official', 'podcast']",H3 Podcast,"['The', 'official', 'podcast', 'comedians', 'Ethan', '&', 'Hila', 'Klein', 'h3h3productions', '.']",https://chartable.com/podcasts/h3-podcast,"['comedian', 'ethan', 'h3h3productions', 'hila', 'klein', 'official', 'podcast', 'the']",hila
